1.000000000000000666e+00,1.314053033052431374e-16,4.336808689942017736e-18,-4.835541689285349776e-17,-1.214306433183764966e-17,9.454242944073598665e-17,0.000000000000000000e+00,-3.382710778154773834e-17,1.127570259384924611e-16,-7.003946034256358644e-17,1.561251128379126385e-17,-4.857225732735059864e-17
1.314053033052431374e-16,9.999999999999997780e-01,6.938893903907228378e-18,2.038300084272748336e-17,8.673617379884035472e-19,1.127570259384924611e-17,-1.517883041479706208e-17,-4.033232081646076495e-17,-6.071532165918824830e-18,-4.336808689942017736e-18,1.561251128379126385e-17,2.775557561562891351e-17
4.336808689942017736e-18,6.938893903907228378e-18,1.000000000000001776e+00,-3.816391647148975608e-17,-5.204170427930421283e-17,8.023096076392732812e-17,6.548581121812446781e-17,-3.469446951953614189e-18,1.994931997373328159e-17,1.084202172485504434e-17,-5.247538514829841461e-17,-2.428612866367529932e-17
-4.835541689285349776e-17,2.038300084272748336e-17,-3.816391647148975608e-17,9.999999999999993339e-01,1.994931997373328159e-17,-9.757819552369539906e-18,-8.847089727481716182e-17,6.591949208711866959e-17,6.678685382510707313e-17,-2.645453300864630819e-17,-6.353424730765055983e-17,-1.691355389077386917e-17
-1.214306433183764966e-17,8.673617379884035472e-19,-5.204170427930421283e-17,1.994931997373328159e-17,1.000000000000001776e+00,1.071191746415678381e-16,-6.852157730108388023e-17,2.081668171172168513e-17,-3.469446951953614189e-17,-3.642919299551294898e-17,1.058181320345852328e-16,-4.597017211338538800e-17
9.454242944073598665e-17,1.127570259384924611e-17,8.023096076392732812e-17,-9.757819552369539906e-18,1.071191746415678381e-16,1.000000000000000222e+00,2.168404344971008868e-18,8.673617379884035472e-18,2.558717127065790464e-17,8.673617379884035472e-18,6.114900252818245008e-17,-2.168404344971008868e-17
0.000000000000000000e+00,-1.517883041479706208e-17,6.548581121812446781e-17,-8.847089727481716182e-17,-6.852157730108388023e-17,2.168404344971008868e-18,9.999999999999996669e-01,-3.534499082302744455e-17,-4.553649124439118623e-17,-3.339342691255353657e-17,1.084202172485504434e-17,-5.421010862427522170e-17
-3.382710778154773834e-17,-4.033232081646076495e-17,-3.469446951953614189e-18,6.591949208711866959e-17,2.081668171172168513e-17,8.673617379884035472e-18,-3.534499082302744455e-17,1.000000000000000888e+00,-8.673617379884035472e-18,3.014082039509702327e-17,-9.410874857174178487e-17,1.344410693882025498e-17
1.127570259384924611e-16,-6.071532165918824830e-18,1.994931997373328159e-17,6.678685382510707313e-17,-3.469446951953614189e-17,2.558717127065790464e-17,-4.553649124439118623e-17,-8.673617379884035472e-18,1.000000000000001332e+00,2.125036258071588691e-17,-1.040834085586084257e-17,2.775557561562891351e-17
-7.003946034256358644e-17,-4.336808689942017736e-18,1.084202172485504434e-17,-2.645453300864630819e-17,-3.642919299551294898e-17,8.673617379884035472e-18,-3.339342691255353657e-17,3.014082039509702327e-17,2.125036258071588691e-17,1.000000000000000000e+00,4.336808689942017736e-19,7.806255641895631925e-18
1.561251128379126385e-17,1.561251128379126385e-17,-5.247538514829841461e-17,-6.353424730765055983e-17,1.058181320345852328e-16,6.114900252818245008e-17,1.084202172485504434e-17,-9.410874857174178487e-17,-1.040834085586084257e-17,4.336808689942017736e-19,1.000000000000000888e+00,3.556183125752454544e-17
-4.857225732735059864e-17,2.775557561562891351e-17,-2.428612866367529932e-17,-1.691355389077386917e-17,-4.597017211338538800e-17,-2.168404344971008868e-17,-5.421010862427522170e-17,1.344410693882025498e-17,2.775557561562891351e-17,7.806255641895631925e-18,3.556183125752454544e-17,1.000000000000000000e+00
